-,-,-
-9, -143, 867
-9, -143, 867
27, -126, 893
24, -163, 898
-24, -193, 787
0, -172, 778
34, -149, 669
34, -149, 669
32, -85, 613
3, -50, 500
-29, -26, 460
-29, -26, 460
-31, -37, 485
-30, -33, 408
9, -60, 406
48, -51, 497
48, -51, 497
19, -1, 722
24, 30, 869
-34, 135, 582
-34, 135, 582
50, 117, 767
60, 79, 1102
39, 81, 1203
39, 81, 1203
7, 127, 1119
5, 164, 1046
-2, 124, 1329
-10, 90, 1552
-10, 90, 1552
-74, 92, 1575
-81, 88, 1646
-73, 31, 1819
-138, 2, 1887
-235, 63, 1516
-235, 63, 1516
-444, 79, 1138
-273, 148, 887
-219, 99, 818
-158, 16, 861
-115, 30, 800
-115, 30, 800
279, -352, 1381
-26, 111, 979
36, -97, 1040
0, -24, 1210
-126, 77, 1653
-126, 77, 1653
-,-,-
-65, -211, 686
-65, -211, 686
21, -203, 717
8, -250, 718
-24, -227, 667
-11, -158, 588
2, -143, 439
2, -143, 439
38, -133, 238
35, -116, 155
15, -98, 286
34, -90, 358
34, -90, 358
77, -33, 350
86, 13, 425
96, 14, 678
96, 14, 678
134, 41, 959
210, 60, 1095
179, 54, 1240
179, 54, 1240
233, 77, 1409
287, 75, 1480
257, 66, 1529
138, 85, 1636
138, 85, 1636
162, 134, 1660
214, 59, 1751
112, 48, 1611
154, -69, 1789
-60, -201, 1174
123, 201, 905
123, 201, 905
41, -22, 983
27, -23, 1029
31, 15, 1003
52, 4, 1103
52, 4, 1103
-21, 38, 1279
-,-,-
-28, -251, 859
-43, -257, 795
-29, -281, 692
-29, -281, 692
-14, -257, 576
6, -206, 456
21, -116, 321
-15, -73, 12
-10, -9, -145
-10, -9, -145
6, -6, -19
19, -30, 231
20, -29, 386
20, -29, 386
57, -22, 679
71, 15, 830
157, 56, 992
157, 56, 992
181, -12, 1306
198, -57, 1600
159, -23, 1646
169, 25, 1715
208, 17, 1672
208, 17, 1672
176, 8, 1646
155, 35, 1526
70, 69, 1490
177, 22, 1556
177, 22, 1556
-66, -452, 1487
154, 178, 861
-19, -61, 982
-22, -48, 1071
-16, -19, 1095
-,-,-
-8, -237, 655
