-,-,-
17, -31, 979
19, -31, 996
19, -31, 996
17, -31, 991
18, -32, 991
20, -34, 990
20, -34, 990
21, -35, 989
21, -35, 990
21, -35, 989
21, -35, 989
21, -35, 989
22, -34, 989
20, -35, 988
20, -35, 988
21, -35, 989
20, -35, 989
22, -36, 988
21, -36, 988
21, -36, 988
21, -35, 988
22, -36, 988
21, -36, 987
21, -36, 987
22, -35, 988
22, -36, 987
22, -37, 987
22, -37, 987
22, -35, 988
21, -36, 988
22, -39, 986
22, -39, 986
22, -40, 986
22, -40, 985
23, -41, 986
23, -40, 985
23, -40, 985
22, -40, 986
22, -40, 986
22, -41, 985
22, -41, 985
22, -42, 985
22, -42, 985
22, -42, 985
22, -42, 985
22, -42, 984
22, -41, 986
22, -42, 985
22, -42, 985
21, -42, 985
22, -42, 985
22, -42, 986
22, -43, 985
22, -43, 985
22, -42, 984
22, -42, 986
22, -42, 985
22, -42, 985
22, -42, 985
22, -43, 986
23, -42, 985
23, -42, 985
23, -43, 986
22, -43, 986
23, -44, 986
23, -44, 986
22, -43, 985
23, -44, 986
23, -44, 985
22, -43, 986
22, -43, 986
22, -44, 986
21, -44, 985
22, -44, 985
22, -44, 985
23, -44, 985
24, -46, 985
22, -45, 986
22, -45, 986
21, -45, 985
20, -45, 985
20, -47, 984
20, -47, 984
23, -45, 983
21, -45, 987
22, -45, 984
22, -45, 985
22, -45, 985
21, -46, 984
20, -49, 983
20, -49, 982
20, -49, 982
19, -49, 982
19, -48, 982
20, -48, 981
20, -48, 981
19, -48, 981
19, -49, 981
19, -50, 981
19, -50, 981
20, -50, 980
20, -49, 981
20, -49, 980
20, -49, 980
20, -49, 980
19, -50, 981
20, -49, 980
20, -49, 980
20, -49, 980
20, -49, 979
20, -50, 981
20, -49, 979
20, -49, 979
19, -49, 979
19, -49, 979
20, -49, 979
20, -49, 979
19, -50, 979
20, -49, 979
20, -49, 980
20, -49, 980
20, -50, 978
19, -49, 979
20, -50, 978
19, -49, 979
19, -49, 979
19, -50, 978
20, -50, 979
20, -49, 978
20, -49, 978
20, -50, 978
20, -49, 978
20, -49, 978
20, -49, 978
19, -50, 978
20, -50, 978
20, -50, 978
20, -50, 978
20, -49, 978
19, -49, 978
20, -50, 978
20, -50, 978
20, -50, 978
20, -49, 978
20, -50, 977
20, -50, 978
20, -50, 978
21, -50, 977
20, -50, 977
20, -50, 978
20, -50, 978
19, -50, 978
20, -51, 977
20, -51, 977
20, -51, 977
21, -50, 978
20, -50, 978
20, -50, 977
20, -50, 977
20, -50, 977
19, -50, 978
20, -50, 977
20, -50, 977
20, -50, 977
21, -50, 978
20, -50, 977
20, -50, 978
20, -50, 978
20, -50, 978
20, -50, 977
20, -50, 977
20, -50, 977
20, -50, 977
21, -49, 977
20, -50, 977
20, -50, 977
20, -50, 977
20, -49, 978
20, -49, 977
20, -49, 977
20, -49, 977
20, -49, 977
20, -49, 978
20, -49, 977
20, -49, 977
20, -50, 977
20, -49, 977
20, -50, 977
20, -50, 977
20, -49, 977
20, -49, 977
20, -48, 977
20, -49, 977
20, -49, 977
20, -50, 976
19, -50, 977
20, -49, 977
20, -49, 977
20, -50, 977
21, -49, 976
20, -49, 978
20, -49, 978
20, -49, 976
20, -49, 977
20, -49, 977
20, -49, 977
20, -49, 977
20, -50, 976
21, -49, 977
21, -49, 978
21, -49, 978
20, -49, 978
20, -49, 976
20, -49, 977
20, -49, 977
20, -49, 977
20, -50, 976
20, -49, 977
20, -49, 977
20, -48, 977
20, -49, 978
20, -49, 977
20, -49, 977
20, -49, 978
20, -49, 977
19, -48, 977
20, -48, 977
20, -48, 977
20, -49, 979
20, -50, 977
20, -49, 978
20, -49, 978
19, -48, 978
20, -48, 978
20, -48, 978
20, -48, 978
21, -48, 978
21, -49, 978
20, -48, 977
20, -48, 977
20, -49, 978
20, -48, 978
20, -48, 977
21, -49, 978
21, -49, 978
20, -48, 978
20, -48, 978
20, -49, 978
20, -49, 978
20, -48, 978
20, -48, 978
20, -48, 978
20, -48, 978
20, -49, 979
21, -49, 977
20, -47, 978
20, -47, 978
20, -48, 978
21, -47, 979
21, -45, 980
22, -47, 980
22, -47, 980
22, -46, 979
22, -46, 980
21, -46, 980
21, -46, 980
21, -46, 980
21, -47, 979
21, -46, 981
21, -46, 981
21, -46, 979
21, -46, 980
21, -46, 979
21, -46, 979
22, -46, 981
21, -46, 979
22, -47, 981
22, -47, 981
20, -46, 980
21, -46, 980
22, -46, 980
21, -46, 980
21, -46, 980
21, -47, 981
20, -46, 980
20, -46, 981
20, -46, 981
20, -46, 980
21, -46, 980
21, -46, 981
21, -46, 981
21, -45, 980
21, -46, 980
20, -46, 980
20, -46, 980
